event_date,checked_at,intervalo_s
2026-08-31,2026-08-31 12:19:34.960000-03:00,3.024
2026-08-31,2026-08-31 12:19:38.104000-03:00,3.144
2026-08-31,2026-08-31 12:19:40.845000-03:00,2.741
2026-08-31,2026-08-31 12:19:45.892000-03:00,5.047
2026-08-31,2026-08-31 12:19:48.664000-03:00,2.772
2026-08-31,2026-08-31 12:19:51.098000-03:00,2.434
2026-08-31,2026-08-31 12:19:53.332000-03:00,2.234
2026-08-31,2026-08-31 12:19:55.207000-03:00,1.875
2026-08-31,2026-08-31 12:19:57.303000-03:00,2.096
2026-08-31,2026-08-31 12:20:03.663000-03:00,6.36
2026-08-31,2026-08-31 12:20:05.923000-03:00,2.26
2026-08-31,2026-08-31 12:20:12.415000-03:00,6.492
2026-08-31,2026-08-31 12:20:15.025000-03:00,2.61
2026-08-31,2026-08-31 12:20:16.610000-03:00,1.585
2026-08-31,2026-08-31 12:20:19.001000-03:00,2.391
2026-08-31,2026-08-31 12:20:20.967000-03:00,1.966
2026-08-31,2026-08-31 12:20:24.050000-03:00,3.083
2026-08-31,2026-08-31 12:20:26.873000-03:00,2.823
2026-08-31,2026-08-31 12:20:28.945000-03:00,2.072
2026-08-31,2026-08-31 12:20:30.736000-03:00,1.791
2026-08-31,2026-08-31 12:20:33.454000-03:00,2.718
2026-08-31,2026-08-31 12:20:36.752000-03:00,3.298
2026-08-31,2026-08-31 12:20:39.206000-03:00,2.454
2026-08-31,2026-08-31 12:20:41.329000-03:00,2.123
2026-08-31,2026-08-31 12:20:43.501000-03:00,2.172
2026-08-31,2026-08-31 12:20:45.799000-03:00,2.298
2026-08-31,2026-08-31 12:20:48.726000-03:00,2.927
2026-08-31,2026-08-31 12:20:58.156000-03:00,9.43
2026-08-31,2026-08-31 12:21:01.214000-03:00,3.058
2026-08-31,2026-08-31 12:21:09.944000-03:00,8.73
2026-08-31,2026-08-31 12:21:12.970000-03:00,3.026
2026-08-31,2026-08-31 12:21:23.042000-03:00,10.072
2026-08-31,2026-08-31 12:21:26.215000-03:00,3.173
2026-08-31,2026-08-31 12:21:29.084000-03:00,2.869
2026-08-31,2026-08-31 12:21:30.936000-03:00,1.852
2026-08-31,2026-08-31 12:21:33.480000-03:00,2.544
2026-08-31,2026-08-31 12:21:36.617000-03:00,3.137
2026-08-31,2026-08-31 12:21:40.006000-03:00,3.389
2026-08-31,2026-08-31 12:21:42.378000-03:00,2.372
2026-08-31,2026-08-31 12:21:44.491000-03:00,2.113
2026-08-31,2026-08-31 12:21:46.692000-03:00,2.201
2026-08-31,2026-08-31 12:21:49.440000-03:00,2.748
2026-08-31,2026-08-31 12:21:52.425000-03:00,2.985
2026-08-31,2026-08-31 12:21:54.994000-03:00,2.569
2026-08-31,2026-08-31 12:22:00.113000-03:00,5.119
2026-08-31,2026-08-31 12:22:04.560000-03:00,4.447
2026-08-31,2026-08-31 12:22:07.523000-03:00,2.963
2026-08-31,2026-08-31 12:22:10.772000-03:00,3.249
2026-08-31,2026-08-31 12:22:14.535000-03:00,3.763
2026-08-31,2026-08-31 12:22:16.557000-03:00,2.022
2026-08-31,2026-08-31 12:22:18.662000-03:00,2.105
2026-08-31,2026-08-31 12:22:21.534000-03:00,2.872
2026-08-31,2026-08-31 12:22:25.049000-03:00,3.515
2026-08-31,2026-08-31 12:22:26.982000-03:00,1.933
2026-08-31,2026-08-31 12:22:29.379000-03:00,2.397
2026-08-31,2026-08-31 12:22:40.240000-03:00,10.861
2026-08-31,2026-08-31 12:22:43.425000-03:00,3.185
2026-08-31,2026-08-31 12:22:46.477000-03:00,3.052
2026-08-31,2026-08-31 12:22:52.191000-03:00,5.714
2026-08-31,2026-08-31 12:22:56.201000-03:00,4.01
2026-08-31,2026-08-31 12:22:59.886000-03:00,3.685
2026-08-31,2026-08-31 12:23:01.542000-03:00,1.656
2026-08-31,2026-08-31 12:23:03.507000-03:00,1.965
2026-08-31,2026-08-31 12:23:06.909000-03:00,3.402
2026-08-31,2026-08-31 12:23:09.344000-03:00,2.435
2026-08-31,2026-08-31 12:23:11.719000-03:00,2.375
2026-08-31,2026-08-31 12:23:21.835000-03:00,10.116
2026-08-31,2026-08-31 12:23:39.083000-03:00,17.248
2026-08-31,2026-08-31 12:23:45.140000-03:00,6.057
2026-08-31,2026-08-31 12:23:47.815000-03:00,2.675
2026-08-31,2026-08-31 12:23:50.008000-03:00,2.193
2026-08-31,2026-08-31 12:23:52.225000-03:00,2.217
2026-08-31,2026-08-31 12:23:55.159000-03:00,2.934
2026-08-31,2026-08-31 12:23:59.399000-03:00,4.24
2026-08-31,2026-08-31 12:24:02.322000-03:00,2.923
2026-08-31,2026-08-31 12:24:04.514000-03:00,2.192
2026-08-31,2026-08-31 12:24:06.916000-03:00,2.402
2026-08-31,2026-08-31 12:24:08.967000-03:00,2.051
2026-08-31,2026-08-31 12:24:11.174000-03:00,2.207
2026-08-31,2026-08-31 12:24:17.692000-03:00,6.518
2026-08-31,2026-08-31 12:24:19.881000-03:00,2.189
2026-08-31,2026-08-31 12:24:22.337000-03:00,2.456
2026-08-31,2026-08-31 12:24:25.490000-03:00,3.153
2026-08-31,2026-08-31 12:24:37.681000-03:00,12.191
2026-08-31,2026-08-31 12:24:40.831000-03:00,3.15
2026-08-31,2026-08-31 12:24:46.654000-03:00,5.823
2026-08-31,2026-08-31 12:24:50.075000-03:00,3.421
2026-08-31,2026-08-31 12:24:52.645000-03:00,2.57
2026-08-31,2026-08-31 12:24:55.065000-03:00,2.42
2026-08-31,2026-08-31 12:24:57.930000-03:00,2.865
2026-08-31,2026-08-31 12:25:00.114000-03:00,2.184
2026-08-31,2026-08-31 12:25:02.715000-03:00,2.601
2026-08-31,2026-08-31 12:25:05.609000-03:00,2.894
2026-08-31,2026-08-31 12:25:08.329000-03:00,2.72
2026-08-31,2026-08-31 12:25:11.334000-03:00,3.005
2026-08-31,2026-08-31 12:25:15.416000-03:00,4.082
2026-08-31,2026-08-31 12:25:17.564000-03:00,2.148
2026-08-31,2026-08-31 12:25:20.437000-03:00,2.873
2026-08-31,2026-08-31 12:25:22.698000-03:00,2.261
2026-08-31,2026-08-31 12:25:25.553000-03:00,2.855
2026-08-31,2026-08-31 12:25:27.857000-03:00,2.304
2026-08-31,2026-08-31 12:25:32.289000-03:00,4.432
2026-08-31,2026-08-31 12:25:34.184000-03:00,1.895
2026-08-31,2026-08-31 12:25:38.163000-03:00,3.979
2026-08-31,2026-08-31 12:25:41.090000-03:00,2.927
2026-08-31,2026-08-31 12:25:57.448000-03:00,16.358
2026-08-31,2026-08-31 12:26:01.686000-03:00,4.238
2026-08-31,2026-08-31 12:26:04.720000-03:00,3.034
2026-08-31,2026-08-31 12:26:06.598000-03:00,1.878
2026-08-31,2026-08-31 12:26:08.560000-03:00,1.962
2026-08-31,2026-08-31 12:26:11.934000-03:00,3.374
2026-08-31,2026-08-31 12:26:15.822000-03:00,3.888
2026-08-31,2026-08-31 12:26:21.737000-03:00,5.915
2026-08-31,2026-08-31 12:26:24.452000-03:00,2.715
2026-08-31,2026-08-31 12:26:27.662000-03:00,3.21
2026-08-31,2026-08-31 12:26:30.501000-03:00,2.839
2026-08-31,2026-08-31 12:26:32.967000-03:00,2.466
2026-08-31,2026-08-31 12:26:35.248000-03:00,2.281
2026-08-31,2026-08-31 12:26:37.428000-03:00,2.18
2026-08-31,2026-08-31 12:26:44.864000-03:00,7.436
2026-08-31,2026-08-31 12:26:48.420000-03:00,3.556
2026-08-31,2026-08-31 12:26:50.798000-03:00,2.378
2026-08-31,2026-08-31 12:26:53.084000-03:00,2.286
2026-08-31,2026-08-31 12:26:56.147000-03:00,3.063
2026-08-31,2026-08-31 12:26:58.295000-03:00,2.148
2026-08-31,2026-08-31 12:27:00.256000-03:00,1.961
2026-08-31,2026-08-31 12:27:03.843000-03:00,3.587
2026-08-31,2026-08-31 12:27:07.220000-03:00,3.377
2026-08-31,2026-08-31 12:27:10.343000-03:00,3.123
2026-08-31,2026-08-31 12:27:12.948000-03:00,2.605
2026-08-31,2026-08-31 12:27:15.503000-03:00,2.555
2026-08-31,2026-08-31 12:27:25.020000-03:00,9.517
2026-08-31,2026-08-31 12:27:27.674000-03:00,2.654
2026-08-31,2026-08-31 12:27:29.440000-03:00,1.766
2026-08-31,2026-08-31 12:27:32.578000-03:00,3.138
2026-08-31,2026-08-31 12:27:34.369000-03:00,1.791
2026-08-31,2026-08-31 12:27:43.563000-03:00,9.194
2026-08-31,2026-08-31 12:27:45.621000-03:00,2.058
2026-08-31,2026-08-31 12:27:52.825000-03:00,7.204
2026-08-31,2026-08-31 12:27:55.098000-03:00,2.273
2026-08-31,2026-08-31 12:27:57.330000-03:00,2.232
2026-08-31,2026-08-31 12:27:59.274000-03:00,1.944
2026-08-31,2026-08-31 12:28:01.185000-03:00,1.911
2026-08-31,2026-08-31 12:28:11.472000-03:00,10.287
2026-08-31,2026-08-31 12:28:15.510000-03:00,4.038
2026-08-31,2026-08-31 12:28:31.421000-03:00,15.911
2026-08-31,2026-08-31 12:28:34.868000-03:00,3.447
2026-08-31,2026-08-31 12:28:40.258000-03:00,5.39
2026-08-31,2026-08-31 12:28:41.598000-03:00,1.34
2026-08-31,2026-08-31 12:28:47.167000-03:00,5.569
2026-08-31,2026-08-31 12:28:49.495000-03:00,2.328
2026-08-31,2026-08-31 12:28:52.231000-03:00,2.736
2026-08-31,2026-08-31 12:28:54.781000-03:00,2.55
2026-08-31,2026-08-31 12:28:56.845000-03:00,2.064
2026-08-31,2026-08-31 12:29:03.506000-03:00,6.661
2026-08-31,2026-08-31 12:29:08.048000-03:00,4.542
2026-08-31,2026-08-31 12:29:10.584000-03:00,2.536
2026-08-31,2026-08-31 12:29:13.658000-03:00,3.074
2026-08-31,2026-08-31 12:29:17.101000-03:00,3.443
2026-08-31,2026-08-31 12:29:19.657000-03:00,2.556
2026-08-31,2026-08-31 12:29:22.501000-03:00,2.844
2026-08-31,2026-08-31 12:29:25.278000-03:00,2.777
2026-08-31,2026-08-31 12:29:27.038000-03:00,1.76
2026-08-31,2026-08-31 12:29:29.395000-03:00,2.357
2026-08-31,2026-08-31 12:29:32.698000-03:00,3.303
2026-08-31,2026-08-31 12:29:39.218000-03:00,6.52
2026-08-31,2026-08-31 12:29:47.041000-03:00,7.823
2026-08-31,2026-08-31 12:29:50.897000-03:00,3.856
2026-08-31,2026-08-31 12:29:55.634000-03:00,4.737
2026-08-31,2026-08-31 12:29:58.338000-03:00,2.704
2026-08-31,2026-08-31 12:30:00.790000-03:00,2.452
2026-08-31,2026-08-31 12:30:03.318000-03:00,2.528
2026-08-31,2026-08-31 12:30:07.006000-03:00,3.688
2026-08-31,2026-08-31 12:30:09.761000-03:00,2.755
2026-08-31,2026-08-31 12:30:14.467000-03:00,4.706
2026-08-31,2026-08-31 12:30:16.854000-03:00,2.387
2026-08-31,2026-08-31 12:30:18.969000-03:00,2.115
2026-08-31,2026-08-31 12:30:22.387000-03:00,3.418
2026-08-31,2026-08-31 12:30:32.373000-03:00,9.986
2026-08-31,2026-08-31 12:30:34.997000-03:00,2.624
2026-08-31,2026-08-31 12:30:46.704000-03:00,11.707
2026-08-31,2026-08-31 12:30:50.190000-03:00,3.486
2026-08-31,2026-08-31 12:30:52.646000-03:00,2.456
2026-08-31,2026-08-31 12:30:55.702000-03:00,3.056
2026-08-31,2026-08-31 12:30:58.289000-03:00,2.587
2026-08-31,2026-08-31 12:31:01.100000-03:00,2.811
2026-08-31,2026-08-31 12:31:03.887000-03:00,2.787
2026-08-31,2026-08-31 12:31:08.312000-03:00,4.425
2026-08-31,2026-08-31 12:31:10.607000-03:00,2.295
2026-08-31,2026-08-31 12:31:15.326000-03:00,4.719
2026-08-31,2026-08-31 12:31:17.953000-03:00,2.627
2026-08-31,2026-08-31 12:31:23.960000-03:00,6.007
2026-08-31,2026-08-31 12:31:29.208000-03:00,5.248
2026-08-31,2026-08-31 12:31:32.797000-03:00,3.589
2026-08-31,2026-08-31 12:31:35.441000-03:00,2.644
2026-08-31,2026-08-31 12:31:40.101000-03:00,4.66
2026-08-31,2026-08-31 12:31:42.494000-03:00,2.393
2026-08-31,2026-08-31 12:31:45.164000-03:00,2.67
2026-08-31,2026-08-31 12:31:47.995000-03:00,2.831
2026-08-31,2026-08-31 12:31:49.470000-03:00,1.475
2026-08-31,2026-08-31 12:31:54.884000-03:00,5.414
2026-08-31,2026-08-31 12:32:02.765000-03:00,7.881
2026-08-31,2026-08-31 12:32:07.803000-03:00,5.038
2026-08-31,2026-08-31 12:32:18.049000-03:00,10.246
2026-08-31,2026-08-31 12:32:21.259000-03:00,3.21
2026-08-31,2026-08-31 12:32:23.563000-03:00,2.304
2026-08-31,2026-08-31 12:32:26.220000-03:00,2.657
2026-08-31,2026-08-31 12:32:28.984000-03:00,2.764
2026-08-31,2026-08-31 12:32:31.164000-03:00,2.18
2026-08-31,2026-08-31 12:32:39.644000-03:00,8.48
2026-08-31,2026-08-31 12:32:44.021000-03:00,4.377
2026-08-31,2026-08-31 12:32:47.157000-03:00,3.136
2026-08-31,2026-08-31 12:32:59.212000-03:00,12.055
2026-08-31,2026-08-31 12:33:01.769000-03:00,2.557
2026-08-31,2026-08-31 12:33:05.692000-03:00,3.923
2026-08-31,2026-08-31 12:33:07.885000-03:00,2.193
2026-08-31,2026-08-31 12:33:14.770000-03:00,6.885
2026-08-31,2026-08-31 12:33:20.782000-03:00,6.012
2026-08-31,2026-08-31 12:33:22.769000-03:00,1.987
2026-08-31,2026-08-31 12:33:25.538000-03:00,2.769
2026-08-31,2026-08-31 12:33:28.218000-03:00,2.68
2026-08-31,2026-08-31 12:33:31.333000-03:00,3.115
2026-08-31,2026-08-31 12:33:34.441000-03:00,3.108
2026-08-31,2026-08-31 12:33:36.742000-03:00,2.301
2026-08-31,2026-08-31 12:33:46.807000-03:00,10.065
2026-08-31,2026-08-31 12:34:24.248000-03:00,4.037
2026-08-31,2026-08-31 12:34:42.349000-03:00,18.101
2026-08-31,2026-08-31 12:34:52.061000-03:00,9.712
2026-08-31,2026-08-31 12:34:54.989000-03:00,2.928
2026-08-31,2026-08-31 12:34:58.025000-03:00,3.036
2026-08-31,2026-08-31 12:35:02.094000-03:00,4.069
2026-08-31,2026-08-31 12:35:04.444000-03:00,2.35
2026-08-31,2026-08-31 12:35:06.424000-03:00,1.98
2026-08-31,2026-08-31 12:35:08.523000-03:00,2.099
2026-08-31,2026-08-31 12:35:17.743000-03:00,9.22
2026-08-31,2026-08-31 12:35:21.241000-03:00,3.498
2026-08-31,2026-08-31 12:35:23.899000-03:00,2.658
2026-08-31,2026-08-31 12:35:26.311000-03:00,2.412
2026-08-31,2026-08-31 12:35:28.986000-03:00,2.675
2026-08-31,2026-08-31 12:35:38.085000-03:00,9.099
2026-08-31,2026-08-31 12:35:42.654000-03:00,4.569
2026-08-31,2026-08-31 12:35:45.228000-03:00,2.574
2026-08-31,2026-08-31 12:35:49.553000-03:00,4.325
2026-08-31,2026-08-31 12:35:52.817000-03:00,3.264
2026-08-31,2026-08-31 12:35:55.428000-03:00,2.611
2026-08-31,2026-08-31 12:35:57.665000-03:00,2.237
2026-08-31,2026-08-31 12:36:01.268000-03:00,3.603
2026-08-31,2026-08-31 12:36:03.468000-03:00,2.2
2026-08-31,2026-08-31 12:36:19.922000-03:00,16.454
2026-08-31,2026-08-31 12:36:21.616000-03:00,1.694
2026-08-31,2026-08-31 12:36:25.843000-03:00,4.227
2026-08-31,2026-08-31 12:36:28.239000-03:00,2.396
2026-08-31,2026-08-31 12:36:31.066000-03:00,2.827
2026-08-31,2026-08-31 12:36:35.157000-03:00,4.091
2026-08-31,2026-08-31 12:36:37.456000-03:00,2.299
2026-08-31,2026-08-31 12:36:46.861000-03:00,9.405
2026-08-31,2026-08-31 12:36:56.137000-03:00,9.276
2026-08-31,2026-08-31 12:36:59.450000-03:00,3.313
2026-08-31,2026-08-31 12:37:01.792000-03:00,2.342
2026-08-31,2026-08-31 12:37:05.427000-03:00,3.635
2026-08-31,2026-08-31 12:37:07.535000-03:00,2.108
2026-08-31,2026-08-31 12:37:11.512000-03:00,3.977
2026-08-31,2026-08-31 12:37:14.285000-03:00,2.773
2026-08-31,2026-08-31 12:37:19.217000-03:00,4.932
2026-08-31,2026-08-31 12:37:21.296000-03:00,2.079
2026-08-31,2026-08-31 12:37:23.966000-03:00,2.67
2026-08-31,2026-08-31 12:37:27.599000-03:00,3.633
2026-08-31,2026-08-31 12:37:30.309000-03:00,2.71
2026-08-31,2026-08-31 12:37:32.622000-03:00,2.313
2026-08-31,2026-08-31 12:37:35.058000-03:00,2.436
2026-08-31,2026-08-31 12:37:37.655000-03:00,2.597
2026-08-31,2026-08-31 12:37:39.641000-03:00,1.986
2026-08-31,2026-08-31 12:37:49.079000-03:00,9.438
2026-08-31,2026-08-31 12:37:52.486000-03:00,3.407
2026-08-31,2026-08-31 12:37:55.372000-03:00,2.886
2026-08-31,2026-08-31 12:37:57.437000-03:00,2.065
2026-08-31,2026-08-31 12:37:59.563000-03:00,2.126
2026-08-31,2026-08-31 12:38:01.980000-03:00,2.417
2026-08-31,2026-08-31 12:38:04.327000-03:00,2.347
2026-08-31,2026-08-31 12:38:06.518000-03:00,2.191
2026-08-31,2026-08-31 12:38:09.767000-03:00,3.249
2026-08-31,2026-08-31 12:38:12.535000-03:00,2.768
2026-08-31,2026-08-31 12:38:15.983000-03:00,3.448
2026-08-31,2026-08-31 12:38:18.849000-03:00,2.866
2026-08-31,2026-08-31 12:38:21.745000-03:00,2.896
2026-08-31,2026-08-31 12:38:24.201000-03:00,2.456
2026-08-31,2026-08-31 12:38:27.954000-03:00,3.753
2026-08-31,2026-08-31 12:38:31.246000-03:00,3.292
2026-08-31,2026-08-31 12:38:33.515000-03:00,2.269
2026-08-31,2026-08-31 12:38:36.253000-03:00,2.738
2026-08-31,2026-08-31 12:38:41.196000-03:00,4.943
2026-08-31,2026-08-31 12:38:43.852000-03:00,2.656
2026-08-31,2026-08-31 12:38:46.727000-03:00,2.875
2026-08-31,2026-08-31 12:38:49.430000-03:00,2.703
2026-08-31,2026-08-31 12:38:52.072000-03:00,2.642
2026-08-31,2026-08-31 12:38:54.856000-03:00,2.784
2026-08-31,2026-08-31 12:38:58.626000-03:00,3.77
2026-08-31,2026-08-31 12:39:00.494000-03:00,1.868
2026-08-31,2026-08-31 12:39:03.087000-03:00,2.593
2026-08-31,2026-08-31 12:39:06.980000-03:00,3.893
2026-08-31,2026-08-31 12:39:11.077000-03:00,4.097
2026-08-31,2026-08-31 12:39:22.499000-03:00,11.422
2026-08-31,2026-08-31 12:39:25.776000-03:00,3.277
2026-08-31,2026-08-31 12:39:28.929000-03:00,3.153
2026-08-31,2026-08-31 12:39:31.916000-03:00,2.987
2026-08-31,2026-08-31 12:39:34.251000-03:00,2.335
2026-08-31,2026-08-31 12:39:36.547000-03:00,2.296
2026-08-31,2026-08-31 12:39:39.366000-03:00,2.819
2026-08-31,2026-08-31 12:39:41.808000-03:00,2.442
2026-08-31,2026-08-31 12:39:45.181000-03:00,3.373
2026-08-31,2026-08-31 12:39:48.028000-03:00,2.847
2026-08-31,2026-08-31 12:39:50.654000-03:00,2.626
2026-08-31,2026-08-31 12:39:58.251000-03:00,7.597
2026-08-31,2026-08-31 12:40:03.746000-03:00,5.495
2026-08-31,2026-08-31 12:40:05.134000-03:00,1.388
2026-08-31,2026-08-31 12:40:07.075000-03:00,1.941
2026-08-31,2026-08-31 12:40:11.181000-03:00,4.106
2026-08-31,2026-08-31 12:40:14.249000-03:00,3.068
2026-08-31,2026-08-31 12:40:21.554000-03:00,7.305
2026-08-31,2026-08-31 12:40:33.863000-03:00,12.309
2026-08-31,2026-08-31 12:40:37.068000-03:00,3.205
2026-08-31,2026-08-31 12:40:39.610000-03:00,2.542
2026-08-31,2026-08-31 12:40:41.855000-03:00,2.245
2026-08-31,2026-08-31 12:40:49.718000-03:00,7.863
2026-08-31,2026-08-31 12:40:57.928000-03:00,8.21
2026-08-31,2026-08-31 12:41:04.845000-03:00,6.917
2026-08-31,2026-08-31 12:41:10.397000-03:00,5.552
2026-08-31,2026-08-31 12:41:13.714000-03:00,3.317
2026-08-31,2026-08-31 12:41:16.624000-03:00,2.91
2026-08-31,2026-08-31 12:41:18.730000-03:00,2.106
2026-08-31,2026-08-31 12:41:21.116000-03:00,2.386
2026-08-31,2026-08-31 12:41:31.394000-03:00,10.278
2026-08-31,2026-08-31 12:41:40.200000-03:00,8.806
2026-08-31,2026-08-31 12:41:44.234000-03:00,4.034
2026-08-31,2026-08-31 12:41:48.327000-03:00,4.093
2026-08-31,2026-08-31 12:41:51.784000-03:00,3.457
2026-08-31,2026-08-31 12:41:54.019000-03:00,2.235
2026-08-31,2026-08-31 12:41:56.853000-03:00,2.834
2026-08-31,2026-08-31 12:41:59.425000-03:00,2.572
2026-08-31,2026-08-31 12:42:05.204000-03:00,5.779
2026-08-31,2026-08-31 12:42:10.824000-03:00,5.62
2026-08-31,2026-08-31 12:42:15.139000-03:00,4.315
2026-08-31,2026-08-31 12:42:18.395000-03:00,3.256
2026-08-31,2026-08-31 12:42:20.983000-03:00,2.588
2026-08-31,2026-08-31 12:42:24.332000-03:00,3.349
2026-08-31,2026-08-31 12:42:27.765000-03:00,3.433
2026-08-31,2026-08-31 12:42:31.942000-03:00,4.177
2026-08-31,2026-08-31 12:42:34.197000-03:00,2.255
2026-08-31,2026-08-31 12:42:43.491000-03:00,9.294
2026-08-31,2026-08-31 12:42:45.899000-03:00,2.408
2026-08-31,2026-08-31 12:42:48.025000-03:00,2.126
2026-08-31,2026-08-31 12:42:49.996000-03:00,1.971
2026-08-31,2026-08-31 12:42:53.237000-03:00,3.241
2026-08-31,2026-08-31 12:42:56.216000-03:00,2.979
2026-08-31,2026-08-31 12:42:58.361000-03:00,2.145
2026-08-31,2026-08-31 12:43:00.759000-03:00,2.398
2026-08-31,2026-08-31 12:43:04.726000-03:00,3.967
2026-08-31,2026-08-31 12:43:07.734000-03:00,3.008
2026-08-31,2026-08-31 12:43:10.545000-03:00,2.811
2026-08-31,2026-08-31 12:43:13.037000-03:00,2.492
2026-08-31,2026-08-31 12:43:21.186000-03:00,8.149
2026-08-31,2026-08-31 12:43:23.728000-03:00,2.542
2026-08-31,2026-08-31 12:43:26.762000-03:00,3.034
2026-08-31,2026-08-31 12:43:29.339000-03:00,2.577
2026-08-31,2026-08-31 12:43:31.240000-03:00,1.901
2026-08-31,2026-08-31 12:43:39.140000-03:00,7.9
2026-08-31,2026-08-31 12:43:43.021000-03:00,3.881
2026-08-31,2026-08-31 12:44:05.353000-03:00,22.332
2026-08-31,2026-08-31 12:44:09.620000-03:00,4.267
2026-08-31,2026-08-31 12:44:12.220000-03:00,2.6
2026-08-31,2026-08-31 12:44:14.639000-03:00,2.419
2026-08-31,2026-08-31 12:44:17.732000-03:00,3.093
2026-08-31,2026-08-31 12:44:21.908000-03:00,4.176
2026-08-31,2026-08-31 12:44:24.278000-03:00,2.37
2026-08-31,2026-08-31 12:44:26.691000-03:00,2.413
2026-08-31,2026-08-31 12:44:30.533000-03:00,3.842
2026-08-31,2026-08-31 12:44:33.142000-03:00,2.609
2026-08-31,2026-08-31 12:44:35.178000-03:00,2.036
2026-08-31,2026-08-31 12:44:37.129000-03:00,1.951
2026-08-31,2026-08-31 12:44:40.475000-03:00,3.346
2026-08-31,2026-08-31 12:44:43.680000-03:00,3.205
2026-08-31,2026-08-31 12:44:46.168000-03:00,2.488
2026-08-31,2026-08-31 12:44:56.220000-03:00,10.052
2026-08-31,2026-08-31 12:44:58.911000-03:00,2.691
2026-08-31,2026-08-31 12:45:01.391000-03:00,2.48
2026-08-31,2026-08-31 12:45:05.069000-03:00,3.678
2026-08-31,2026-08-31 12:45:08.812000-03:00,3.743
2026-08-31,2026-08-31 12:45:12.194000-03:00,3.382
2026-08-31,2026-08-31 12:45:15.748000-03:00,3.554
2026-08-31,2026-08-31 12:45:18.926000-03:00,3.178
2026-08-31,2026-08-31 12:45:21.422000-03:00,2.496
2026-08-31,2026-08-31 12:45:23.496000-03:00,2.074
2026-08-31,2026-08-31 12:45:26.760000-03:00,3.264
2026-08-31,2026-08-31 12:45:30.239000-03:00,3.479
2026-08-31,2026-08-31 12:45:44.755000-03:00,14.516
2026-08-31,2026-08-31 12:45:49.446000-03:00,4.691
2026-08-31,2026-08-31 12:45:52.170000-03:00,2.724
2026-08-31,2026-08-31 12:45:54.509000-03:00,2.339
2026-08-31,2026-08-31 12:45:57.100000-03:00,2.591
2026-08-31,2026-08-31 12:45:59.299000-03:00,2.199
2026-08-31,2026-08-31 12:46:01.744000-03:00,2.445
2026-08-31,2026-08-31 12:46:04.387000-03:00,2.643
2026-08-31,2026-08-31 12:46:07.642000-03:00,3.255
2026-08-31,2026-08-31 12:46:11.048000-03:00,3.406
2026-08-31,2026-08-31 12:46:13.380000-03:00,2.332
2026-08-31,2026-08-31 12:46:17.310000-03:00,3.93
2026-08-31,2026-08-31 12:46:19.914000-03:00,2.604
2026-08-31,2026-08-31 12:46:22.648000-03:00,2.734
2026-08-31,2026-08-31 12:46:40.463000-03:00,17.815
2026-08-31,2026-08-31 12:46:44.049000-03:00,3.586
2026-08-31,2026-08-31 12:46:46.962000-03:00,2.913
2026-08-31,2026-08-31 12:46:49.509000-03:00,2.547
2026-08-31,2026-08-31 12:46:51.378000-03:00,1.869
2026-08-31,2026-08-31 12:46:56.403000-03:00,5.025
2026-08-31,2026-08-31 12:47:00.503000-03:00,4.1
2026-08-31,2026-08-31 12:47:02.938000-03:00,2.435
2026-08-31,2026-08-31 12:47:05.458000-03:00,2.52
2026-08-31,2026-08-31 12:47:08.500000-03:00,3.042
2026-08-31,2026-08-31 12:47:09.528000-03:00,1.028
2026-08-31,2026-08-31 12:47:13.260000-03:00,3.732
2026-08-31,2026-08-31 12:47:15.996000-03:00,2.736
2026-08-31,2026-08-31 12:47:20.090000-03:00,4.094
2026-08-31,2026-08-31 12:47:23.531000-03:00,3.441
2026-08-31,2026-08-31 12:47:30.563000-03:00,7.032
2026-08-31,2026-08-31 12:47:33.499000-03:00,2.936
2026-08-31,2026-08-31 12:47:36.021000-03:00,2.522
2026-08-31,2026-08-31 12:47:38.936000-03:00,2.915
2026-08-31,2026-08-31 12:47:41.664000-03:00,2.728
2026-08-31,2026-08-31 12:47:47-03:00,5.336
2026-08-31,2026-08-31 12:47:50.875000-03:00,3.875
2026-08-31,2026-08-31 12:47:56.432000-03:00,5.557
2026-08-31,2026-08-31 12:47:59.015000-03:00,2.583
2026-08-31,2026-08-31 12:48:09.519000-03:00,10.504
2026-08-31,2026-08-31 12:48:13.584000-03:00,4.065
2026-08-31,2026-08-31 12:48:15.653000-03:00,2.069
2026-08-31,2026-08-31 12:48:18.583000-03:00,2.93
2026-08-31,2026-08-31 12:48:20.583000-03:00,2.0
2026-08-31,2026-08-31 12:48:22.743000-03:00,2.16
2026-08-31,2026-08-31 12:48:30.163000-03:00,7.42
2026-08-31,2026-08-31 12:48:32.380000-03:00,2.217
2026-08-31,2026-08-31 12:48:35.327000-03:00,2.947
2026-08-31,2026-08-31 12:48:37.940000-03:00,2.613
2026-08-31,2026-08-31 12:48:40.407000-03:00,2.467
2026-08-31,2026-08-31 12:48:43.378000-03:00,2.971
2026-08-31,2026-08-31 12:48:49.200000-03:00,5.822
2026-08-31,2026-08-31 12:48:58.711000-03:00,9.511
2026-08-31,2026-08-31 12:49:02.872000-03:00,4.161
2026-08-31,2026-08-31 12:49:05.466000-03:00,2.594
2026-08-31,2026-08-31 12:49:08.388000-03:00,2.922
2026-08-31,2026-08-31 12:49:11.123000-03:00,2.735
2026-08-31,2026-08-31 12:49:13.695000-03:00,2.572
